YORF	NAME	GWEIGHT	GenBank	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10
H2	H2	1	AA490010	-1.620596162	-2.167106858	-2.491704655	-1.148714236	-0.4700773	0.848036683	1.576100277	2.199390901	1.591707258	2.191048512
H3	H3	1	AA156674	-2.290143142	-2.437674209	-1.555908795	-0.995901581	-0.35715712	0.882538447	2.231421508	2.345126129	1.850825866	2.370393528
H4	H4	1	N93024	-2.251072359	-2.301746898	-2.29143759	-0.664489005	0.140504534	1.0608947	2.113064781	2.126260731	1.741597233	2.25841095
H5	H5	1	AA101299	-1.967334987	-2.378998929	-2.408695908	-0.959039642	-0.027713164	0.621226792	2.388997041	2.048387113	2.320617693	2.480704298
H6	H6	1	AA708298	-2.260564376	-2.46952545	-2.456969912	-1.316473172	0.034572969	0.685872968	2.066065276	1.765994477	1.530999097	2.416891141
H7	H7	1	AA644234	-2.363611995	-2.220073262	-2.384855757	-1.155049585	-0.384562267	1.255648777	2.405845115	2.228502514	1.881909509	1.647442348
H8	H8	1	AA669314	-2.013086536	-1.585425478	-2.23155658	-0.921782444	-0.04446512	1.240730255	2.199444348	1.84453192	1.789117367	2.02006204
H9	H9	1	AA700688	-2.174763782	-1.971447009	-1.94946341	-1.131733694	0.21207982	0.585109559	2.054139274	1.778145095	1.851104036	2.085138371
H10	H10	1	AA453849	-2.304963764	-2.01250796	-1.634934891	-1.189819521	0.332442455	1.480502842	1.565829257	2.238287569	2.209005356	1.947738765
H11	H11	1	AA046701	-1.614270083	-2.30408118	-2.137686713	-1.345826663	0.274136376	1.317848166	2.394903592	1.973580723	1.662380087	1.684020959
H12	H12	1	AA455126	-1.506357237	-2.012383696	-1.787426049	-0.955820647	0.355882611	0.92465377	2.129288912	1.910021885	2.202798865	2.480392947
H13	H13	1	AA173109	-1.504839744	-1.602164899	-2.032115012	-0.639774635	-0.29198442	0.800327442	2.340728207	1.773844837	1.538615011	2.049733562
H14	H14	1	H47080	-1.778416398	-1.575655072	-1.754347618	-1.416103111	-0.421481735	1.019788758	2.401745055	2.473421857	2.493369482	1.564125142
H15	H15	1	AA431433	-2.342557183	-1.512987756	-1.948258554	-0.629983233	0.031191597	0.907624057	1.794670537	1.660480509	2.317645941	2.497469402
H16	H16	1	AA504465	-2.359126544	-1.687193803	-1.604695497	-0.891241556	0.173031562	0.603320084	2.409085886	2.013759768	1.87716492	2.447700897
H17	H17	1	AI018281	-2.43650667	-2.401251478	-1.627954175	-0.690854288	-0.317354589	1.450564091	1.82893447	1.584390467	2.423985947	1.822303952
H18	H18	1	N28391	-2.351484392	-2.418571236	-2.190683804	-0.799742945	0.451445531	1.340507793	1.607881111	1.746116068	1.500988302	2.425527052
H19	H19	1	AA504160	-2.25641453	-2.358138241	-1.761666751	-1.361110027	0.250620202	0.91136481	1.742210057	2.159706088	2.425124578	2.119374976
H20	H20	1	R73402	-1.892593015	-1.511382092	-1.781876501	-1.02054719	0.29776362	1.40076891	1.9300169	1.62669809	2.485159376	1.854002848
H21	H21	1	AA877194	-2.050997959	-2.366325016	-2.064568389	-0.741681763	0.333932038	0.886877142	2.09882603	2.441813149	2.13299321	2.099814332
H22	H22	1	AA486138	-1.632659798	-1.62342132	-1.758323909	-0.89432655	-0.484531347	0.992296293	1.51703826	1.757678709	1.652002381	2.442162838
H23	H23	1	H23216	-1.622946315	-1.740590635	-1.569219254	-0.904822816	-0.261137825	1.228544365	1.995946094	2.168879075	2.355242455	1.98110547
H24	H24	1	H05768	-2.477118077	-2.195755504	-1.885219546	-1.041686466	-0.437437267	0.948712492	2.345190676	2.161388763	1.890525641	1.978183886
H25	H25	1	N33243	-2.238796905	-2.242134157	-2.145237435	-1.497120814	0.363539293	0.870231218	1.995175479	2.380577553	2.127909927	2.147177859
H26	H26	1	AA480826	-1.677259609	-1.995036388	-2.093412776	-0.746478864	-0.399859204	1.145449399	1.982065501	2.09608689	1.814328474	1.837307956
H27	H27	1	AA427472	-2.42280764	-2.162789604	-1.858447548	-0.808027187	0.29552393	1.204115184	1.640685305	2.140714606	1.865503948	2.031210947
H28	H28	1	AA427472	-2.381101509	-1.873292957	-1.710923211	-1.026338944	0.129586228	1.152616082	2.343892273	1.624761707	2.033193635	1.9718022
H29	H29	1	AA488715	-1.728060435	-2.144065974	-1.523234188	-1.321473211	-0.390544838	0.576906608	2.323976188	2.091520662	2.172993497	1.638304661
H30	H30	1	W57930	-1.571171382	-1.749814143	-2.024484943	-0.92961893	-0.05784133	0.771038987	1.774496254	2.082843975	2.411753593	2.140000202
H31	H31	1	N26536	-2.385945078	-2.469347917	-2.233292756	-0.596868289	0.004313139	1.396293472	2.055747793	1.848205413	1.521055179	1.588941428
H32	H32	1	AA620862	-1.679992388	-1.707005256	-2.055124546	-0.703226576	0.471521533	1.054330615	2.373680032	2.295497721	1.645851277	2.046673529
H33	H33	1	AA453176	-1.566197618	-2.425320105	-2.203140614	-1.090682562	0.145060965	1.239018056	2.180356426	2.419557219	1.821862031	2.092110018
H34	H34	1	AA410435	-1.940442579	-2.064083047	-1.877237898	-0.673735335	-0.160951336	0.627075241	2.222558137	2.394796457	1.975280653	2.243613316
H35	H35	1	AA971635	-1.516262115	-2.204711734	-1.963391941	-1.071386662	-0.40793831	1.008129593	2.482943953	2.465741721	1.803627313	1.62879523
H36	H36	1	H92234	-1.98758475	-2.262570306	-2.296524874	-0.690725364	0.146747133	1.34853609	2.048292692	1.827103558	2.268093309	2.370154723
H37	H37	1	AA448711	-1.580786424	-2.17234927	-2.193928324	-0.958024323	-0.346084605	1.145120339	2.169050918	2.376473531	2.039916797	1.644331572
H38	H38	1	AA465653	-1.879913153	-1.976345319	-2.060380163	-1.343305094	0.452268019	1.031681526	2.164824498	2.435211972	1.997423247	2.468451811
H39	H39	1	AA448190	-2.435992797	-2.490161503	-2.294118495	-1.232517672	0.319113133	1.352628638	1.616018419	1.867405825	1.679732196	2.384111728
H40	H40	1	AA991389	-2.262439452	-2.401054228	-2.288237542	-0.956367776	0.140921449	0.865677852	1.688752563	1.809972367	1.742151383	2.228669359
H41	H41	1	H15718	-2.045696061	-1.63776177	-2.247675959	-0.606076224	-0.481066864	0.70459206	1.925605302	2.183757634	1.639804032	2.423028549
H42	H42	1	AA862465	-1.847790555	-2.296188765	-1.567132954	-0.641909049	-0.028706437	1.251980179	2.210719588	2.087311982	1.619386005	2.390451784
H43	H43	1	AA677165	-2.02857629	-2.143053447	-1.510602445	-0.816813832	0.400578776	1.130319004	1.54886402	1.589331339	2.440291372	1.791015403
H44	H44	1	AA702802	-1.681999302	-2.10540469	-2.346746367	-1.429675261	-0.211480914	0.672186769	1.774916799	2.214124388	2.355944403	1.914720831
H45	H45	1	AA670408	-1.862847064	-1.991846151	-1.881467934	-0.929980017	-0.133755201	0.589825629	1.822000162	1.576964387	2.177137611	1.941386166
H46	H46	1	R98624	-1.532583829	-2.35143868	-1.701667281	-0.543186274	0.331747488	1.198911495	2.08713273	2.380611508	2.288242834	2.027424102
H47	H47	1	AI016618	-2.328373089	-1.893756468	-1.577980588	-1.175119456	0.176568271	0.710538497	1.997067313	2.451485069	2.424662885	1.853011716
H48	H48	1	AI336948	-2.1337941	-1.938184179	-1.638834435	-0.515262034	-0.368164197	0.727410364	1.574563594	1.953835966	1.804374752	2.251701205
H49	H49	1	AI199233	-1.604777868	-2.228209078	-1.599737476	-0.806445149	-0.271395352	1.232010012	1.892466346	2.315737378	2.11262152	1.680709179
H50	H50	1	AA777034	-2.15683852	-1.71575157	-1.713047289	-1.234819109	-0.390871026	0.963520982	1.975719389	2.106196287	1.915006051	1.900382273
J1	J1	1	H17398	2.459208003	2.281211951	2.462198094	1.320373568	0.265949917	-1.405966103	-2.452216068	-1.659486489	-1.952130137	-2.147841317
J2	J2	1	H52673	2.092214715	1.943091995	2.123949606	0.99247724	-0.363353155	-0.647445747	-2.275512748	-1.970886809	-1.831708368	-1.662891229
J3	J3	1	AA678295	2.20982237	1.511453111	2.121357201	0.996775081	-0.223365998	-0.769513825	-1.539703937	-1.747646609	-2.163317539	-2.124697886
J4	J4	1	AI565203	1.652735664	1.795890464	1.656514065	0.614933757	-0.383735969	-0.577536018	-2.291032345	-2.335952037	-1.737022507	-1.743162483
J5	J5	1	H30057	2.016206646	1.855192207	1.699929511	0.640156251	0.347669447	-1.163423643	-1.507289495	-2.427843302	-1.634310453	-1.838997864
J6	J6	1	AA410215	2.409265469	2.075511917	2.172455247	1.03062267	-0.427713002	-0.550910751	-2.238891155	-2.467416939	-1.798557361	-1.902208695
J7	J7	1	N93740	1.907885175	2.354178303	2.393681769	1.064399241	0.46911206	-1.4900542	-2.013136778	-2.321920286	-2.326006237	-2.250159285
J8	J8	1	AA486738	2.434917231	2.190200408	2.105032922	0.634846742	0.33035666	-1.047297632	-2.028576902	-1.676932836	-1.975140934	-2.162887354
J9	J9	1	AA420993	1.9840693	1.934124535	2.412624563	0.656524547	0.464747205	-0.515088439	-2.394386204	-2.274143951	-2.482505378	-1.692943565
J10	J10	1	AA621184	2.323647354	1.925379797	2.161234738	1.217329123	0.489779037	-0.869653203	-1.772725077	-2.023357741	-1.691573489	-1.598731314
J11	J11	1	AA865590	2.226482973	2.243343743	2.091469094	0.831515895	0.378190484	-1.078174246	-1.715781737	-2.150386417	-2.255107082	-2.190922671
J12	J12	1	AI341427	2.186726228	2.228962217	2.243201864	1.09935079	0.385486764	-0.792050931	-1.915737649	-1.50889944	-1.566194882	-1.898243027
J13	J13	1	AA436410	2.298156995	2.257452472	1.52713677	0.959391732	-0.025218405	-1.483084193	-2.41026147	-2.297943482	-2.006441934	-1.601834959
J14	J14	1	AA885311	1.603325204	1.720041039	2.141508784	1.194794298	0.051556935	-0.980300732	-2.383379949	-2.164224803	-1.630687149	-2.138487031
J15	J15	1	AA477298	2.144852527	2.056039079	1.590475186	0.888054391	-0.344610131	-0.52403805	-2.40399654	-1.76034778	-1.53293749	-2.470191422
J16	J16	1	AA427739	1.841409193	2.265219504	2.28726105	0.868545962	-0.275388763	-1.237957355	-2.11453823	-2.185650234	-2.035900837	-1.620980165
J17	J17	1	AA487700	1.712514807	2.067424367	1.599060875	1.354023591	-0.237781336	-0.849382191	-2.126277141	-2.121161285	-1.513606993	-2.256964291
J18	J18	1	H74208	2.240351683	2.131245533	2.299074788	1.33082687	-0.480700076	-0.545535343	-1.69321118	-2.384696616	-1.805883123	-1.726148671
J19	J19	1	W63749	1.645111962	1.53552607	2.039070834	1.432373011	-0.095927967	-0.736317929	-2.305584344	-1.710466198	-2.421968163	-1.841485181
J20	J20	1	AA931820	2.168553637	1.790546644	1.725939186	1.267614512	-0.355429764	-1.01184215	-2.081767679	-1.981706906	-1.633003436	-2.095374673
J21	J21	1	AA456480	2.261328803	2.107348248	1.535870861	1.060403591	-0.061824882	-1.444829215	-1.985131752	-2.255036063	-2.329525831	-2.291014874
J22	J22	1	AA496678	1.518815266	1.81558613	1.744511195	1.0578861	-0.252040858	-0.851416772	-2.178431829	-2.057625202	-2.06188297	-2.100399992
J23	J23	1	AA521434	1.600889617	1.606670667	2.190146653	0.826828802	0.374285179	-0.665283112	-1.685013348	-2.2074825	-2.146990018	-1.818016784
J24	J24	1	AA873342	2.197142827	1.614338785	1.789331464	1.233013688	0.174742377	-0.772493418	-1.711815528	-2.310389375	-1.527529481	-1.541341359
J25	J25	1	R99749	1.89859575	2.491285785	1.774244771	1.143106946	0.049171885	-0.977796088	-2.208309826	-1.629259943	-1.53542129	-1.770192796
J26	J26	1	AA417616	1.770340065	1.565468327	2.336477871	1.460486717	-0.107702871	-0.789236951	-1.704796395	-2.29271622	-2.496719451	-2.351786413
J27	J27	1	H90147	2.389266997	2.200423376	1.762552372	0.678598461	-0.066562937	-0.562705251	-1.593894958	-2.278378465	-2.373094626	-1.621424439
J28	J28	1	AA281583	1.680280176	2.025501124	2.369861346	0.954524947	-0.33139193	-1.080966769	-1.523271141	-2.039701756	-2.210226713	-1.558692431
J29	J29	1	AA864861	1.690105448	2.060113351	1.506775896	0.526583318	0.020600068	-1.100926976	-1.762653633	-2.184196327	-1.893643195	-1.759373084
J30	J30	1	AA987627	1.96401726	1.995623801	1.941050292	1.226569632	0.174222262	-0.625512645	-1.836135619	-1.919672696	-2.40389111	-1.709230246
J31	J31	1	N59822	1.958902865	1.776389066	1.816270879	0.82876421	0.230914013	-1.015121052	-1.752202559	-1.792357128	-1.554822808	-2.462429272
J32	J32	1	AA778637	2.148950441	1.635282639	2.097684079	1.155726336	-0.338134042	-1.381715852	-2.445200639	-1.600787675	-2.06591218	-1.838843835
J33	J33	1	AA419342	2.139839241	2.39810508	1.656779966	0.580889532	0.124674712	-0.668997772	-1.544623113	-2.211460907	-2.088670468	-2.448514223
J34	J34	1	R38280	1.579308847	2.370232397	1.827874843	0.895579726	-0.301003393	-1.441211144	-1.619541326	-1.553205952	-1.733568271	-1.674364134
J35	J35	1	T67058	2.484364776	1.91538217	2.460918506	1.082048855	-0.428891494	-1.377215537	-1.799666997	-2.374092133	-2.478003213	-2.365579177
J36	J36	1	AA989497	2.287064032	2.161836028	1.532525903	1.443843998	0.24272556	-0.842799385	-1.725153774	-1.801897552	-1.554260293	-2.313824242
J37	J37	1	AA194043	2.249588225	1.525048554	1.556408154	0.577463069	-0.07937172	-1.244595238	-2.363748075	-2.198913046	-2.297801191	-1.597316347
J38	J38	1	AA262988	1.62672282	1.686563585	1.818065823	0.587641325	0.268612441	-1.110825671	-2.289574212	-2.031054557	-1.984917804	-2.267577425
J39	J39	1	AA401441	2.103366266	1.802146227	2.394258603	1.13589217	-0.254009775	-0.863015837	-2.206907216	-2.47916355	-2.164913389	-2.261167508
J40	J40	1	AI380314	1.707012208	1.584674836	1.763881046	0.763420362	-0.337862096	-0.815490674	-1.981174876	-2.201610171	-1.51440372	-1.778976067
J41	J41	1	AA985471	1.701073482	1.6123191	2.407587518	1.019139305	-0.300039575	-0.823800042	-1.591686366	-2.089613787	-2.354854599	-2.07660417
J42	J42	1	N51018	2.142808788	2.248511668	2.225542057	1.037067392	-0.115596163	-0.528467718	-2.325948445	-1.822503379	-1.507631268	-1.990861834
J43	J43	1	R77226	2.416329113	1.69938094	2.093813002	0.680210159	-0.037198698	-0.744049094	-1.635280515	-1.518373575	-2.445659265	-1.649684235
J44	J44	1	AA411757	2.202650358	1.755414217	2.462634865	1.110237875	0.274553522	-1.33740471	-2.213562166	-1.817132844	-1.927018497	-2.068416765
J45	J45	1	T58958	1.606262986	1.715790291	1.680094902	1.331805043	0.252857683	-0.935501261	-1.696662675	-1.573090762	-2.258004639	-1.704293943
J46	J46	1	AI356535	1.936047404	1.658324474	2.495086996	0.529860406	-0.161465368	-1.042111702	-1.714188689	-2.296745883	-2.060485277	-1.659847954
J47	J47	1	AA464267	1.553569882	1.642165081	1.595566262	0.516204746	0.252402956	-0.629880216	-2.321199964	-2.461159211	-1.94701306	-1.748218461
J48	J48	1	H87151	1.970424024	2.159249926	2.46757183	1.150518926	-0.008945031	-0.779570487	-2.284982334	-2.205607706	-1.85266125	-2.042986974
J49	J49	1	AA504478	1.590098351	1.583386154	2.115337499	0.585185347	-0.38675344	-0.546127868	-1.956926355	-1.600942129	-2.342873751	-1.517411632
J50	J50	1	AA206330	2.239209916	1.710696131	1.624753449	1.334776178	-0.273099123	-0.622843596	-1.795104038	-2.094299087	-1.584002807	-2.242117098
